PopupChinese.com – New HSK Level 6,,,,,
序号,词汇,繁体,拼音,英文翻译,词性
2202,预习,預習,yu4xi2,preparation,noun
2203,预先,預先,yu4xian1,beforehand,adverb
2204,寓言,寓言,yu4yan2,allegory,noun
2205,预言,預言,yu4yan2,predict,noun
2206,预兆,預兆,yu4zhao4,omen,noun
2207,冤枉,冤枉,yuan1wang5,to be wronged,verb
2208,原告,原告,yuan2gao4,accuser,noun
2209,原理,原理,yuan2li3,principle,noun
2210,园林,園林,yuan2lin2,garden,noun
2211,圆满,圓滿,yuan2man3,successful,adjective
2212,源泉,源泉,yuan2quan2,headspring,noun
2213,原始,原始,yuan2shi3,original,adjective
2214,元首,元首,yuan2shou3,caudillo,noun
2215,元素,元素,yuan2su4,element,noun
2216,原先,原先,yuan2xian1,formerly,adverb
2217,元宵节,元宵節,yuan2xiao1jie2,festival of lanterns,noun
2218,约束,約束,yue1shu4,to inhibit,verb
2219,岳父,岳父,yue4fu4,father-in-law,noun
2220,乐谱,樂譜,yue4pu3,music book,noun
2221,熨,熨,yun4,to iron,verb
2222,蕴藏,蘊藏,yun4cang2,to contain,verb
2223,酝酿,醞釀,yun4niang4,to brew,verb
2224,运算,運算,yun4suan4,operation,noun
2225,运行,運行,yun4xing2,to run,verb
2226,孕育,孕育,yun4yu4,to gestate,verb
2227,砸,砸,za2,to smash,verb
2228,杂技,雜技,za2ji4,acrobatics,noun
2229,咋,咋,za3,how,adverb
2230,灾难,災難,zai1nan4,balefulness,noun
2231,栽培,栽培,zai1pei2,to plant,verb
2232,宰,宰,zai3,to butcher,verb
2233,在乎,在乎,zai4hu5,to care about,verb
2234,再接再厉,再接再厲,zai4jie1zai4li4,to make persistent efforts,adverb
2235,在意,在意,zai4yi4,to take notice of,verb
2236,攒,攢,zan3,to assemble,verb
2237,暂时,暫時,zan4shi2,for a while,adverb
2238,赞叹,讚歎,zan4tan4,to praise,verb
2239,赞同,贊同,zan4tong2,to applaud,verb
2240,赞扬,讚揚,zan4yang2,to commend,verb
2241,赞助,贊助,zan4zhu4,committal,noun
2242,遭受,遭受,zao1shou4,suffer from,verb
2243,糟蹋,糟蹋,zao1ta5,to waste,verb
2244,遭殃,遭殃,zao1yang1,to suffer,verb
2245,遭遇,遭遇,zao1yu4,to encounter,verb
2246,造反,造反,zao4fan3,insurgence,noun
2247,造型,造型,zao4xing2,modeling,noun
2248,噪音,噪音,zao4yin1,noise,noun
2249,责怪,責怪,ze2guai4,blame,noun
2250,贼,賊,zei2,thief,noun
2251,增添,增添,zeng2tian1,to add,verb
2252,赠送,贈送,zeng4song4,to give,verb
2253,渣,渣,zha1,dregs,noun
2254,扎,紮,zha1,to prick,verb
2255,扎实,扎實,zha1shi5,solid,adjective
2256,眨,眨,zha3,to blink,verb
2257,诈骗,詐騙,zha4pian4,to bluff,verb
2258,摘要,摘要,zhai1yao4,abstract,noun
2259,债券,債券,zhai4quan4,bond,noun
2260,沾光,沾光,zhan1guang1,to benefit from,verb
2261,瞻仰,瞻仰,zhan1yang3,to pay respects,verb
2262,斩钉截铁,斬釘截鐵,zhan3ding1jie2tie3,categorical,other
2263,展示,展示,zhan3shi4,to bring forth,verb
2264,展望,展望,zhan3wang4,to expect,verb
2265,展现,展現,zhan3xian4,to exhibit,verb
2266,崭新,嶄新,zhan3xin1,new,adjective
2267,战斗,戰鬥,zhan4dou4,combat,noun
2268,占据,佔據,zhan4ju4,to take up,verb
2269,占领,佔領,zhan4ling3,to occupy,verb
2270,战略,戰略,zhan4lve4,tactic,noun
2271,战术,戰術,zhan4shu4,tactics,noun
2272,战役,戰役,zhan4yi4,battle,noun
2273,占有,佔有,zhan4you3,appropriation,noun
2274,章程,章程,zhang1cheng2,constitution,noun
2275,长辈,長輩,zhang3bei4,eldership,noun
2276,障碍,障礙,zhang4ai4,handicap,noun
2277,帐篷,帳篷,zhang4peng5,tent,noun
2278,朝气蓬勃,朝氣蓬勃,zhao1qi4peng2bo2,vibrant,adjective
2279,招收,招收,zhao1shou1,to recruit,verb
2280,招投标,招投標,zhao1tou2biao1,bid,noun
2281,着迷,著迷,zhao2mi2,to be potty about,verb
2282,沼泽,沼澤,zhao3ze2,bog,noun
2283,照样,照樣,zhao4yang4,as before,adverb
2284,照耀,照耀,zhao4yao4,to blaze,verb
2285,照应,照應,zhao4ying5,to take care of,verb
2286,遮挡,遮擋,zhe1dang3,to block,verb
2287,折腾,折騰,zhe1teng5,to toss,verb
2288,折,折,zhe2,to fold,verb
2289,折磨,折磨,zhe2mo2,to afflict,verb
2290,珍贵,珍貴,zhen1gui4,treasure,adjective
2291,侦探,偵探,zhen1tan4,detective,noun
2292,珍稀,珍稀,zhen1xi1,rare,adjective
2293,真相,真相,zhen1xiang4,truth,noun
2294,真挚,真摯,zhen1zhi4,sincere,adjective
2295,珍珠,珍珠,zhen1zhu1,genuine pearl,noun
2296,斟酌,斟酌,zhen1zhuo2,to think carefully,verb
2297,阵地,陣地,zhen4di4,position,noun
2298,镇定,鎮定,zhen4ding4,composedness,noun
2299,振奋,振奮,zhen4fen4,to hearten,verb
2300,震惊,震驚,zhen4jing1,to shock,verb
2301,镇静,鎮靜,zhen4jing4,to calm,verb
2302,阵容,陣容,zhen4rong2,lineup,noun
2303,振兴,振興,zhen4xing1,revitalization,noun
2304,镇压,鎮壓,zhen4ya1,crackdown,noun
2305,争端,爭端,zheng1duan1,an apple of discord,noun
2306,争夺,爭奪,zheng1duo2,to fight over,verb
2307,蒸发,蒸發,zheng1fa1,evaporation,noun
2308,征服,征服,zheng1fu2,to conquer,verb
2309,正负,正負,zheng1fu4,positive and negative,noun
2310,争气,爭氣,zheng1qi4,to try to make a good showing,verb
2311,征收,徵收,zheng1shou1,to assess upon,verb
2312,争先恐后,爭先恐後,zheng1xian1kong3hou4,to strive　to　be　the　first　and　fear　to　lag　behind,other
2313,争议,爭議,zheng1yi4,disputed,adjective
2314,正月,正月,zheng1yue4,first month,noun
2315,挣扎,掙扎,zheng1zha2,to struggle,verb
2316,整顿,整頓,zheng3dun4,to put in order,verb
2317,正当,正當,zheng4dang1,legitimate,adjective
2318,正规,正規,zheng4gui1,canonicity,noun
2319,正经,正經,zheng4jing3,decent,adjective
2320,正气,正氣,zheng4qi4,healthy atmosphere,noun
2321,政权,政權,zheng4quan3,regime,noun
2322,证实,證實,zheng4shi2,to confirm,verb
2323,证书,證書,zheng4shu1,certificate,noun
2324,正义,正義,zheng4yi4,justice,noun
2325,郑重,鄭重,zheng4zhong4,serious,adjective
2326,症状,症狀,zheng4zhuang4,symptom,noun
2327,枝,枝,zhi1,measure word,measure word
2328,支撑,支撐,zhi1cheng1,support,noun
2329,支出,支出,zhi1chu1,expenses,noun
2330,脂肪,脂肪,zhi1fang2,fat,noun
2331,知觉,知覺,zhi1jue2,sentience,noun
2332,支流,支流,zhi1liu2,tributary,noun
2333,支配,支配,zhi1pei4,to dominate,verb
2334,支援,支援,zhi1yuan2,to provide assistance,verb
2335,支柱,支柱,zhi1zhu4,pillar,noun
2336,知足常乐,知足常樂,zhi1zu2chang2le4,to feel contented,verb
2337,值班,值班,zhi2ban1,to be on duty,verb
2338,直播,直播,zhi2bo1,to broadcast live,verb
2339,殖民地,殖民地,zhi2min2di4,colony,noun
2340,职能,職能,zhi2neng2,function,noun
2341,职位,職位,zhi2wei4,position,noun
2342,植物,植物,zhi2wu4,plant,noun
2343,指标,指標,zhi3biao1,index,noun
2344,指定,指定,zhi3ding4,to appoint,verb
2345,指甲,指甲,zhi3jia5,nail,noun
2346,指令,指令,zhi3ling4,instruction,noun
2347,指南针,指南針,zhi3nan2zhen1,compass,noun
2348,指示,指示,zhi3shi4,directive,noun
2349,指望,指望,zhi3wang4,to reckon on,verb
2350,指责,指責,zhi3ze2,to censure,verb
2351,治安,治安,zhi4an1,public order,noun
2352,制裁,制裁,zhi4cai2,sanction,noun
2353,致辞,致辭,zhi4ci2,to address,verb
2354,制订,制訂,zhi4ding4,to formulate,verb
2355,制服,制服,zhi4fu2,uniform,noun
2356,治理,治理,zhi4li3,to govern,verb
2357,智力,智力,zhi4li4,intelligence,noun
2358,致力于,致力於,zhi4li4yu2,to commit oneself to,verb
2359,滞留,滯留,zhi4liu2,to be retarded,verb
2360,智能,智能,zhi4neng2,intelligent,adjective
2361,志气,志氣,zhi4qi4,ambition,noun
2362,智商,智商,zhi4shang1,IQ,noun
2363,致使,致使,zhi4shi3,to cause,verb
2364,制约,制約,zhi4yue2,to restrict,verb
2365,制止,制止,zhi4zhi3,to prevent,verb
2366,忠诚,忠誠,zhong1cheng2,loyal,adjective
2367,终点,終點,zhong1dian3,destination,noun
2368,中断,中斷,zhong1duan4,discontinue,noun
2369,终究,終究,zhong1jiu1,eventually,adverb
2370,中立,中立,zhong1li4,neutral,adjective
2371,终年,終年,zhong1nian2,all the year round,adverb
2372,终身,終身,zhong1shen1,lifelong,adverb
2373,忠实,忠實,zhong1shi2,faithful,adjective
2374,衷心,衷心,zhong1xin1,heartfelt,adjective
2375,中央,中央,zhong1yang1,center,noun
2376,终止,終止,zhong1zhi3,to end,verb
2377,肿瘤,腫瘤,zhong3liu2,tumor,noun
2378,种子,種子,zhong3zi5,seed,noun
2379,种族,種族,zhong3zu2,race,noun
2380,众所周知,眾所周知,zhong4suo3zhou1zhi1,to be known by everyone,verb
2381,舟,舟,zhou1,boat,noun
2382,粥,粥,zhou1,gruel,noun
2383,州,州,zhou1,state,noun
2384,周边,周邊,zhou1bian1,periphery,noun
2385,周密,周密,zhou1mi4,thorough,adjective
2386,周年,周年,zhou1nian2,anniversary,noun
2387,周期,週期,zhou1qi1,cycle time,noun
2388,周折,周折,zhou1zhe2,twists and turns,noun
2389,周转,周轉,zhou1zhuan3,to turn over,verb
2390,皱纹,皺紋,zhou4wen2,wrinkle,noun
2391,昼夜,晝夜,zhou4ye4,day and night,adverb
2392,株,株,zhu1,measure word,measure word
2393,诸位,諸位,zhu1wei4,you,pronouns
2394,逐年,逐年,zhu2nian2,year by year,adverb
2395,拄,拄,zhu3,to prop with a crutch,verb
2396,主办,主辦,zhu3ban4,to host,verb
2397,主导,主導,zhu3dao3,to lead,verb
2398,主管,主管,zhu3guan3,person in charge,noun
2399,主流,主流,zhu3liu2,mainstream,noun
2400,主权,主權,zhu3quan2,sovereignty,noun
2401,主题,主題,zhu3ti2,theme,noun
2402,助理,助理,zhu4li3,assistant,noun
2403,注射,注射,zhu4she4,to inject,verb
2404,注释,注釋,zhu4shi4,commentary,noun
2405,注视,注視,zhu4shi4,to watch attentively,verb
2406,助手,助手,zhu4shou3,assistant,noun
2407,铸造,鑄造,zhu4zao4,to cast metal,verb
2408,驻扎,駐紮,zhu4zha1,to garrison,verb
2409,住宅,住宅,zhu4zhai2,house,noun
2410,注重,注重,zhu4zhong4,to emphasize,verb
2411,著作,著作,zhu4zuo4,literary work,noun
2412,拽,拽,zhuai4,to drag,verb
2413,专程,專程,zhuan1cheng2,special-purpose trip,noun
2414,专科,專科,zhuan1ke1,specialty,noun
2415,专利,專利,zhuan1li4,patent,noun
2416,专题,專題,zhuan1ti2,special topic,noun
2417,砖瓦,磚瓦,zhuan1wa3,tile,noun
2418,转达,轉達,zhuan3da2,to convey,verb
2419,转让,轉讓,zhuan3rang4,to alienate,verb
2420,转移,轉移,zhuan3yi2,to metastasize,verb
2421,转折,轉折,zhuan3zhe2,turning point,noun
2422,传记,傳記,zhuan4ji4,biography,noun
2423,装备,裝備,zhuang1bei4,equipment,noun
2424,装卸,裝卸,zhuang1xie4,to load and unload,verb
2425,庄严,莊嚴,zhuang1yan2,stately,adjective
2426,庄重,莊重,zhuang1zhong4,solemn,adjective
2427,幢,幢,zhuang4,measure word,measure word
2428,壮观,壯觀,zhuang4guan1,spectacular,adjective
2429,壮丽,壯麗,zhuang4li4,magnificent,adjective
2430,壮烈,壯烈,zhuang4lie4,heroic,adjective
2431,追悼,追悼,zhui1dao4,to mourn for,verb
2432,追究,追究,zhui1jiu1,to investigate,verb
2433,准则,準則,zhun3ze2,guideline,noun
2434,琢磨,琢磨,zhuo2mo2,to ponder,verb
2435,着手,著手,zhuo2shou3,to commence,verb
2436,着想,著想,zhuo2xiang3,to consider,verb
2437,卓越,卓越,zhuo2yue4,outstanding,adjective
2438,着重,著重,zhuo2zhong4,to emphasize,verb
2439,资本,資本,zi1ben3,capital,noun
2440,资产,資產,zi1chan3,assets,noun
2441,资深,資深,zi1shen1,senior,adjective
2442,姿态,姿態,zi1tai4,attitude,noun
2443,滋味,滋味,zi1wei4,taste,noun
2444,滋长,滋長,zi1zhang3,to grow,verb
2445,资助,資助,zi1zhu4,to subsidize,verb
2446,子弹,子彈,zi3dan4,bullet,noun
2447,自卑,自卑,zi4bei1,inferiority,adjective
2448,自发,自發,zi4fa1,spontaneous,adjective
2449,自力更生,自力更生,zi4li4geng1sheng1,self-reliance,other
2450,自满,自滿,zi4man3,complacent,adjective
2451,字母,字母,zi4mu3,letter of the alphabet,noun
2452,自主,自主,zi4zhu3,independent,adjective
2453,踪迹,蹤跡,zong1ji4,trace,noun
2454,棕色,棕色,zong1se4,brown,noun
2455,宗旨,宗旨,zong1zhi3,purpose,noun
2456,总而言之,總而言之,zong3er2yan2zhi1,to sum up,conjunction
2457,总和,總和,zong3he2,sum,noun
2458,纵横,縱橫,zong4heng2,in length and breadth,adverb
2459,走廊,走廊,zou3lang2,corridor,noun
2460,走漏,走漏,zou3lou4,to leak out,verb
2461,走私,走私,zou3si1,to smuggle,verb
2462,揍,揍,zou4,to beat,verb
2463,租赁,租賃,zu1ling4,to rent,verb
2464,足以,足以,zu2yi3,enough,adjective
2465,组,組,zu3,team,noun
2466,阻碍,阻礙,zu3ai4,to hinder,verb
2467,祖父,祖父,zu3fu4,grandpa,noun
2468,阻拦,阻攔,zu3lan2,to stop,verb
2469,阻挠,阻撓,zu3nao2,to thwart,verb
2470,钻研,鑽研,zuan1yan2,to study,verb
2471,钻石,鑽石,zuan4shi2,diamond,noun
2472,嘴唇,嘴唇,zui3chun2,lip,noun
2473,遵循,遵循,zun1xun2,to abide by,verb
2474,尊严,尊嚴,zun1yan2,dignity,noun
2475,左右,左右,zuo3you4,around,adverb
2476,作弊,作弊,zuo4bi4,to cheat,verb
2477,做东,做東,zuo4dong1,to host,verb
2478,作废,作廢,zuo4fei4,to expire and thus lose validity,verb
2479,作风,作風,zuo4feng1,style of work,noun
2480,作息,作息,zuo4xi1,work and rest,noun
2481,座右铭,座右銘,zuo4you4ming2,motto,noun
2482,做主,做主,zuo4zhu3,to be master,verb
